GPL_ID	PROBE_ID	GENE_SYMBOL	GENE_ID	ORGANISM
Agi_UNC_244	A_23_P90522	FLJ22709		HOMO_SAPIENS
Agi_UNC_244	A_24_P209767	DCTN3	11258	HOMO_SAPIENS
Agi_UNC_244	A_24_P864137			HOMO_SAPIENS
Agi_UNC_244	A_24_P213540			HOMO_SAPIENS
Agi_UNC_244	A_23_P415613	LOC150159		HOMO_SAPIENS
Agi_UNC_244	A_32_P111992			HOMO_SAPIENS
Agi_UNC_244	A_23_P170565	GFI1	2672	HOMO_SAPIENS
Agi_UNC_244	A_24_P307291	LOC339168		HOMO_SAPIENS
Agi_UNC_244	A_23_P122942			HOMO_SAPIENS
Agi_UNC_244	A_23_P156499	ELOVL5	60481	HOMO_SAPIENS
Agi_UNC_244	A_24_P347477	NEK9	91754	HOMO_SAPIENS
Agi_UNC_244	A_23_P126833	TNFSF4	7292	HOMO_SAPIENS
Agi_UNC_244	A_23_P351464	CMAH		HOMO_SAPIENS
Agi_UNC_244	A_24_P135398			HOMO_SAPIENS
Agi_UNC_244	A_23_P134414	ZP3	7784	HOMO_SAPIENS
Agi_UNC_244	A_24_P41552			HOMO_SAPIENS
Agi_UNC_244	A_23_P77660	LOC124411		HOMO_SAPIENS
Agi_UNC_244	A_23_P120122	COLEC11	78989	HOMO_SAPIENS
Agi_UNC_244	A_23_P328140			HOMO_SAPIENS
Agi_UNC_244	A_23_P334848	ZNF533		HOMO_SAPIENS
Agi_UNC_244	A_23_P164881	PNKP	11284	HOMO_SAPIENS
Agi_UNC_244	A_24_P22745			HOMO_SAPIENS
Agi_UNC_244	A_24_P358427			HOMO_SAPIENS
Agi_UNC_244	A_23_P30726	KCNK5	8645	HOMO_SAPIENS
Agi_UNC_244	A_32_P119210			HOMO_SAPIENS
Agi_UNC_244	A_23_P168307			HOMO_SAPIENS
Agi_UNC_244	A_24_P614363	FAM13A1		HOMO_SAPIENS
Agi_UNC_244	A_23_P68210	SPR	6697	HOMO_SAPIENS
Agi_UNC_244	A_23_P396805	ZNF160	90338	HOMO_SAPIENS
Agi_UNC_244	A_24_P118389			HOMO_SAPIENS
Agi_UNC_244	A_24_P75914	FLJ36492		HOMO_SAPIENS
Agi_UNC_244	A_23_P205110	POSTN	10631	HOMO_SAPIENS
Agi_UNC_244	A_32_P90691			HOMO_SAPIENS
Agi_UNC_244	A_24_P135465			HOMO_SAPIENS
Agi_UNC_244	A_32_P1541			HOMO_SAPIENS
Agi_UNC_244	A_24_P244566	TPCN1	53373	HOMO_SAPIENS
Agi_UNC_244	A_32_P223315			HOMO_SAPIENS
Agi_UNC_244	A_23_P151024	LEMD3	23592	HOMO_SAPIENS
Agi_UNC_244	A_24_P92829			HOMO_SAPIENS
Agi_UNC_244	A_24_P387012			HOMO_SAPIENS
Agi_UNC_244	A_23_P47718	FLJ38159		HOMO_SAPIENS
Agi_UNC_244	A_24_P254504	GAGEC1		HOMO_SAPIENS
Agi_UNC_244	A_23_P22156	BRE	9577	HOMO_SAPIENS
Agi_UNC_244	A_24_P414870	WBSCR19		HOMO_SAPIENS
Agi_UNC_244	A_24_P301194	ZAP128		HOMO_SAPIENS
Agi_UNC_244	A_24_P560349	LASS6		HOMO_SAPIENS
Agi_UNC_244	A_32_P86011			HOMO_SAPIENS
Agi_UNC_244	A_24_P229792			HOMO_SAPIENS
Agi_UNC_244	A_23_P57307	CHAF1B	8208	HOMO_SAPIENS
Agi_UNC_244	A_32_P181545			HOMO_SAPIENS
Agi_UNC_244	A_32_P178020	ADSSL1	122622	HOMO_SAPIENS
Agi_UNC_244	A_23_P104564	CPT1A	1374	HOMO_SAPIENS
Agi_UNC_244	A_23_P136966	RPGR	6103	HOMO_SAPIENS
